date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_score_rolling
1974-06-14,Germany,Chile,1.0,0.0,FIFA World Cup,Berlin,Germany,False,1.95
1974-06-18,Germany,Australia,3.0,0.0,FIFA World Cup,Hamburg,Germany,False,2.2
1974-06-22,Germany,German DR,0.0,1.0,FIFA World Cup,Hamburg,Germany,False,2.3
1974-06-26,Germany,Yugoslavia,2.0,0.0,FIFA World Cup,Düsseldorf,Germany,False,2.25
1974-06-30,Germany,Sweden,4.0,2.0,FIFA World Cup,Düsseldorf,Germany,False,2.5
1974-07-03,Germany,Poland,1.0,0.0,FIFA World Cup,Frankfurt am Main,Germany,False,2.4
1974-07-07,Germany,Netherlands,2.0,1.0,FIFA World Cup,Munich,Germany,False,2.5
1975-05-17,Germany,Netherlands,1.0,1.0,Friendly,Frankfurt am Main,Germany,False,2.45
1975-10-11,Germany,Greece,1.0,1.0,UEFA Euro qualification,Düsseldorf,Germany,False,2.45
1975-11-19,Germany,Bulgaria,1.0,0.0,UEFA Euro qualification,Stuttgart,Germany,False,2.25
1976-02-28,Germany,Malta,8.0,0.0,UEFA Euro qualification,Dortmund,Germany,False,2.15
1976-05-22,Germany,Spain,2.0,0.0,UEFA Euro qualification,Munich,Germany,False,2.1
1976-11-17,Germany,Czechoslovakia,2.0,0.0,Friendly,Hanover,Germany,False,2.1
1977-04-27,Germany,Northern Ireland,5.0,0.0,Friendly,Cologne,Germany,False,2.2
1977-10-08,Germany,Italy,2.0,1.0,Friendly,Berlin,Germany,False,2.35
1977-11-16,Germany,Switzerland,4.0,1.0,Friendly,Stuttgart,Germany,False,2.25
1977-12-14,Germany,Wales,1.0,1.0,Friendly,Dortmund,Germany,False,2.6
1978-02-22,Germany,England,2.0,1.0,Friendly,Munich,Germany,False,2.55
1978-03-08,Germany,Russia,1.0,0.0,Friendly,Frankfurt am Main,Germany,False,2.65
1978-04-05,Germany,Brazil,0.0,1.0,Friendly,Hamburg,Germany,False,2.8
1978-11-15,Germany,Hungary,0.0,0.0,Friendly,Frankfurt am Main,Germany,False,2.85
1978-12-20,Germany,Netherlands,3.0,1.0,Friendly,Düsseldorf,Germany,False,2.5
1979-09-12,Germany,Argentina,2.0,1.0,Friendly,Berlin,Germany,False,2.75
1979-10-17,Germany,Wales,5.0,1.0,UEFA Euro qualification,Cologne,Germany,False,3.05
1979-12-22,Germany,Turkey,2.0,0.0,UEFA Euro qualification,Gelsenkirchen,Germany,False,3.0
1980-02-27,Germany,Malta,8.0,0.0,UEFA Euro qualification,Bremen,Germany,False,3.05
1980-04-02,Germany,Austria,1.0,0.0,Friendly,Munich,Germany,False,2.95
1980-05-13,Germany,Poland,3.0,1.0,Friendly,Frankfurt am Main,Germany,False,2.9
1980-11-19,Germany,France,4.0,1.0,Friendly,Hanover,Germany,False,2.95
1981-04-29,Germany,Austria,2.0,0.0,FIFA World Cup qualification,Hamburg,Germany,False,3.15
1981-05-19,Germany,Brazil,1.0,2.0,Friendly,Stuttgart,Germany,False,3.15
1981-09-23,Germany,Finland,7.0,1.0,FIFA World Cup qualification,Bochum,Germany,False,3.25
1981-11-18,Germany,Albania,8.0,0.0,FIFA World Cup qualification,Dortmund,Germany,False,3.2
1981-11-22,Germany,Bulgaria,4.0,0.0,FIFA World Cup qualification,Düsseldorf,Germany,False,3.15
1982-02-17,Germany,Portugal,3.0,1.0,Friendly,Hanover,Germany,False,3.0
1982-04-14,Germany,Czechoslovakia,2.0,1.0,Friendly,Cologne,Germany,False,2.9
1982-09-22,Germany,Belgium,0.0,0.0,Friendly,Munich,Germany,False,2.8
1983-10-05,Germany,Austria,3.0,0.0,UEFA Euro qualification,Gelsenkirchen,Germany,False,2.95
1983-10-26,Germany,Turkey,5.0,1.0,UEFA Euro qualification,Berlin,Germany,False,2.8
1983-11-16,Germany,Northern Ireland,0.0,1.0,UEFA Euro qualification,Hamburg,Germany,False,2.7
1983-11-20,Germany,Albania,2.0,1.0,UEFA Euro qualification,Saarbrücken,Germany,False,2.7
1984-03-28,Germany,Russia,2.0,1.0,Friendly,Hanover,Germany,False,2.7
1984-09-12,Germany,Argentina,1.0,3.0,Friendly,Düsseldorf,Germany,False,2.5
1984-10-17,Germany,Sweden,2.0,0.0,FIFA World Cup qualification,Cologne,Germany,False,2.2
1985-01-29,Germany,Hungary,0.0,1.0,Friendly,Hamburg,Germany,False,2.0
1985-03-27,Germany,Malta,6.0,0.0,FIFA World Cup qualification,Saarbrücken,Germany,False,1.95
1985-04-17,Germany,Bulgaria,4.0,1.0,Friendly,Augsburg,Germany,False,2.0
1985-10-16,Germany,Portugal,0.0,1.0,FIFA World Cup qualification,Stuttgart,Germany,False,2.05
1985-11-17,Germany,Czechoslovakia,2.0,2.0,FIFA World Cup qualification,Munich,Germany,False,1.95
1986-03-12,Germany,Brazil,2.0,0.0,Friendly,Frankfurt am Main,Germany,False,1.75
1986-05-11,Germany,Yugoslavia,1.0,1.0,Friendly,Bochum,Germany,False,1.8
1986-05-14,Germany,Netherlands,3.0,1.0,Friendly,Dortmund,Germany,False,1.75
1986-10-15,Germany,Spain,2.0,2.0,Friendly,Hanover,Germany,False,1.7
1987-04-18,Germany,Italy,0.0,0.0,Friendly,Cologne,Germany,False,1.7
1987-08-12,Germany,France,2.0,1.0,Friendly,Berlin,Germany,False,1.7
1987-09-09,Germany,England,3.0,1.0,Friendly,Düsseldorf,Germany,False,1.8
1987-09-23,Germany,Denmark,1.0,0.0,Friendly,Hamburg,Germany,False,1.55
1987-10-14,Germany,Sweden,1.0,1.0,Friendly,Gelsenkirchen,Germany,False,1.4
1988-03-31,Germany,Sweden,1.0,1.0,Friendly,Berlin,Germany,False,1.4
1988-04-02,Germany,Argentina,1.0,0.0,Friendly,Berlin,Germany,False,1.6
1988-04-27,Germany,Switzerland,1.0,0.0,Friendly,Kaiserslautern,Germany,False,1.6
1988-06-04,Germany,Yugoslavia,1.0,1.0,Friendly,Bremen,Germany,False,1.7
1988-06-10,Germany,Italy,1.0,1.0,UEFA Euro,Düsseldorf,Germany,False,1.6
1988-06-14,Germany,Denmark,2.0,0.0,UEFA Euro,Gelsenkirchen,Germany,False,1.55
1988-06-17,Germany,Spain,2.0,0.0,UEFA Euro,Munich,Germany,False,1.75
1988-06-21,Germany,Netherlands,1.0,2.0,UEFA Euro,Hamburg,Germany,False,1.75
1988-09-21,Germany,Russia,1.0,0.0,Friendly,Düsseldorf,Germany,False,1.65
1988-10-19,Germany,Netherlands,0.0,0.0,FIFA World Cup qualification,Munich,Germany,False,1.8
1989-10-04,Germany,Finland,6.0,1.0,FIFA World Cup qualification,Dortmund,Germany,False,1.95
1989-11-15,Germany,Wales,2.0,1.0,FIFA World Cup qualification,Cologne,Germany,False,1.95
1990-04-25,Germany,Uruguay,3.0,3.0,Friendly,Stuttgart,Germany,False,1.95
1990-05-26,Germany,Czechoslovakia,1.0,0.0,Friendly,Düsseldorf,Germany,False,1.95
1990-05-30,Germany,Denmark,1.0,0.0,Friendly,Gelsenkirchen,Germany,False,1.9
1990-12-19,Germany,Switzerland,4.0,0.0,Friendly,Stuttgart,Germany,False,2.15
1991-03-27,Germany,Russia,2.0,1.0,Friendly,Frankfurt am Main,Germany,False,2.3
1991-05-01,Germany,Belgium,1.0,0.0,UEFA Euro qualification,Hanover,Germany,False,2.3
1991-10-16,Germany,Wales,4.0,1.0,UEFA Euro qualification,Nuremberg,Germany,False,2.35
1991-12-18,Germany,Luxembourg,4.0,0.0,UEFA Euro qualification,Leverkusen,Germany,False,2.3
1992-05-30,Germany,Turkey,1.0,0.0,Friendly,Gelsenkirchen,Germany,False,2.4
1992-06-02,Germany,Northern Ireland,1.0,1.0,Friendly,Bremen,Germany,False,2.15
1992-10-14,Germany,Mexico,1.0,1.0,Friendly,Dresden,Germany,False,2.25
1992-11-18,Germany,Austria,0.0,0.0,Friendly,Nuremberg,Germany,False,2.4
1993-04-14,Germany,Ghana,6.0,1.0,Friendly,Bochum,Germany,False,2.5
1993-10-13,Germany,Uruguay,5.0,0.0,Friendly,Karlsruhe,Germany,False,2.55
1993-11-17,Germany,Brazil,2.0,1.0,Friendly,Cologne,Germany,False,2.35
1994-03-23,Germany,Italy,2.0,1.0,Friendly,Stuttgart,Germany,False,2.7
1994-05-29,Germany,Republic of Ireland,0.0,2.0,Friendly,Hanover,Germany,False,2.7
1994-12-18,Germany,Albania,2.0,1.0,UEFA Euro qualification,Kaiserslautern,Germany,False,2.6
1995-04-26,Germany,Wales,1.0,1.0,UEFA Euro qualification,Düsseldorf,Germany,False,2.45
1995-09-06,Germany,Georgia,4.0,1.0,UEFA Euro qualification,Nuremberg,Germany,False,2.6
1995-10-08,Germany,Moldova,6.0,1.0,UEFA Euro qualification,Leverkusen,Germany,False,2.75
1995-11-15,Germany,Bulgaria,3.0,1.0,UEFA Euro qualification,Berlin,Germany,False,2.85
1996-03-27,Germany,Denmark,2.0,0.0,Friendly,Munich,Germany,False,2.9
1996-06-01,Germany,France,0.0,1.0,Friendly,Stuttgart,Germany,False,2.65
1996-06-04,Germany,Liechtenstein,9.0,1.0,Friendly,Mannheim,Germany,False,2.55
1996-11-09,Germany,Northern Ireland,1.0,1.0,FIFA World Cup qualification,Nuremberg,Germany,False,2.8
1997-04-30,Germany,Ukraine,2.0,0.0,FIFA World Cup qualification,Bremen,Germany,False,2.75
1997-09-06,Germany,Portugal,1.0,1.0,FIFA World Cup qualification,Berlin,Germany,False,2.85
1997-09-10,Germany,Armenia,4.0,0.0,FIFA World Cup qualification,Dortmund,Germany,False,2.75
1997-10-11,Germany,Albania,4.0,3.0,FIFA World Cup qualification,Hanover,Germany,False,3.0
1997-11-15,Germany,South Africa,3.0,0.0,Friendly,Düsseldorf,Germany,False,3.0
1998-03-25,Germany,Brazil,1.0,2.0,Friendly,Stuttgart,Germany,False,2.7
1998-04-22,Germany,Nigeria,1.0,0.0,Friendly,Cologne,Germany,False,2.6
1998-05-30,Germany,Colombia,3.0,1.0,Friendly,Frankfurt am Main,Germany,False,2.65
1998-06-05,Germany,Luxembourg,7.0,0.0,Friendly,Mannheim,Germany,False,3.05
1998-11-18,Germany,Netherlands,1.0,1.0,Friendly,Gelsenkirchen,Germany,False,2.8
1999-03-31,Germany,Finland,2.0,0.0,UEFA Euro qualification,Nuremberg,Germany,False,2.85
1999-04-28,Germany,Scotland,0.0,1.0,Friendly,Bremen,Germany,False,2.85
1999-06-04,Germany,Moldova,6.0,1.0,UEFA Euro qualification,Leverkusen,Germany,False,2.9
1999-09-08,Germany,Northern Ireland,4.0,0.0,UEFA Euro qualification,Dortmund,Germany,False,2.75
1999-10-09,Germany,Turkey,0.0,0.0,UEFA Euro qualification,Munich,Germany,False,2.55
2000-04-26,Germany,Switzerland,1.0,1.0,Friendly,Kaiserslautern,Germany,False,2.6
2000-06-03,Germany,Czech Republic,3.0,2.0,Friendly,Nuremberg,Germany,False,2.9
2000-06-07,Germany,Liechtenstein,8.0,2.0,Friendly,Freiburg,Germany,False,3.05
2000-08-16,Germany,Spain,4.0,1.0,Friendly,Hanover,Germany,False,2.9
2000-09-02,Germany,Greece,2.0,0.0,FIFA World Cup qualification,Hamburg,Germany,False,2.9
2001-03-24,Germany,Albania,2.0,1.0,FIFA World Cup qualification,Leverkusen,Germany,False,3.15
2001-05-29,Germany,Slovakia,2.0,0.0,Friendly,Bremen,Germany,False,3.15
2001-09-01,Germany,England,1.0,5.0,FIFA World Cup qualification,Munich,Germany,False,3.2
2001-10-06,Germany,Finland,0.0,0.0,FIFA World Cup qualification,Gelsenkirchen,Germany,False,2.95
2001-11-14,Germany,Ukraine,4.0,1.0,FIFA World Cup qualification,Dortmund,Germany,False,2.8
2002-02-13,Germany,Israel,7.0,1.0,Friendly,Kaiserslautern,Germany,False,3.0
2002-03-27,Germany,United States,4.0,2.0,Friendly,Rostock,Germany,False,2.95
2002-04-17,Germany,Argentina,0.0,1.0,Friendly,Stuttgart,Germany,False,2.9
2002-05-09,Germany,Kuwait,7.0,0.0,Friendly,Freiburg,Germany,False,2.65
2002-05-18,Germany,Austria,6.0,2.0,Friendly,Leverkusen,Germany,False,2.45
2002-10-16,Germany,Faroe Islands,2.0,1.0,UEFA Euro qualification,Hanover,Germany,False,2.5
2002-11-20,Germany,Netherlands,1.0,3.0,Friendly,Gelsenkirchen,Germany,False,2.75
2003-03-29,Germany,Lithuania,1.0,1.0,UEFA Euro qualification,Nuremberg,Germany,False,2.65
2003-04-30,Germany,Serbia,1.0,0.0,Friendly,Bremen,Germany,False,2.65
2003-06-01,Germany,Canada,4.0,1.0,Friendly,Wolfsburg,Germany,False,2.8
2003-08-20,Germany,Italy,0.0,1.0,Friendly,Stuttgart,Germany,False,2.7
2003-09-10,Germany,Scotland,2.0,1.0,UEFA Euro qualification,Dortmund,Germany,False,2.45
2003-10-11,Germany,Iceland,3.0,0.0,UEFA Euro qualification,Hamburg,Germany,False,2.45
2003-11-15,Germany,France,0.0,3.0,Friendly,Gelsenkirchen,Germany,False,2.6
2004-03-31,Germany,Belgium,3.0,0.0,Friendly,Cologne,Germany,False,2.35
2004-05-27,Germany,Malta,7.0,0.0,Friendly,Freiburg,Germany,False,2.15
2004-06-06,Germany,Hungary,0.0,2.0,Friendly,Kaiserslautern,Germany,False,2.25
2004-09-08,Germany,Brazil,1.0,1.0,Friendly,Berlin,Germany,False,2.4
2004-11-17,Germany,Cameroon,3.0,0.0,Friendly,Leipzig,Germany,False,2.4
2005-02-09,Germany,Argentina,2.0,2.0,Friendly,Düsseldorf,Germany,False,2.55
2005-06-08,Germany,Russia,2.0,2.0,Friendly,Mönchengladbach,Germany,False,2.7
2005-06-15,Germany,Australia,4.0,3.0,Confederations Cup,Frankfurt am Main,Germany,False,2.8
2005-06-18,Germany,Tunisia,3.0,0.0,Confederations Cup,Cologne,Germany,False,2.85
2005-06-21,Germany,Argentina,2.0,2.0,Confederations Cup,Nuremberg,Germany,False,2.9
2005-06-25,Germany,Brazil,2.0,3.0,Confederations Cup,Nuremberg,Germany,False,2.95
2005-06-29,Germany,Mexico,4.0,3.0,Confederations Cup,Leipzig,Germany,False,2.95
2005-09-07,Germany,South Africa,4.0,2.0,Friendly,Bremen,Germany,False,2.7
2005-10-12,Germany,China PR,1.0,0.0,Friendly,Hamburg,Germany,False,2.75
2006-03-22,Germany,United States,4.0,1.0,Friendly,Dortmund,Germany,False,2.7
2006-05-27,Germany,Luxembourg,7.0,0.0,Friendly,Freiburg,Germany,False,2.7
2006-05-30,Germany,Japan,2.0,2.0,Friendly,Leverkusen,Germany,False,2.75
2006-06-02,Germany,Colombia,3.0,0.0,Friendly,Mönchengladbach,Germany,False,2.7
2006-06-09,Germany,Costa Rica,4.0,2.0,FIFA World Cup,Munich,Germany,False,2.6
2006-06-14,Germany,Poland,1.0,0.0,FIFA World Cup,Dortmund,Germany,False,2.6
2006-06-20,Germany,Ecuador,3.0,0.0,FIFA World Cup,Berlin,Germany,False,2.5
2006-06-24,Germany,Sweden,2.0,0.0,FIFA World Cup,Munich,Germany,False,2.7
2006-06-30,Germany,Argentina,1.0,1.0,FIFA World Cup,Berlin,Germany,False,2.6
2006-07-04,Germany,Italy,0.0,2.0,FIFA World Cup,Dortmund,Germany,False,2.55
2006-07-08,Germany,Portugal,3.0,1.0,FIFA World Cup,Stuttgart,Germany,False,2.5
2006-08-16,Germany,Sweden,3.0,0.0,Friendly,Gelsenkirchen,Germany,False,2.5
2006-09-02,Germany,Republic of Ireland,1.0,0.0,UEFA Euro qualification,Stuttgart,Germany,False,2.15
2006-10-07,Germany,Georgia,2.0,0.0,Friendly,Rostock,Germany,False,2.15
2007-02-07,Germany,Switzerland,3.0,1.0,Friendly,Düsseldorf,Germany,False,2.1
2007-03-28,Germany,Denmark,0.0,1.0,Friendly,Duisburg,Germany,False,2.0
2007-06-02,Germany,San Marino,6.0,0.0,UEFA Euro qualification,Nuremberg,Germany,False,2.05
2007-06-06,Germany,Slovakia,2.0,1.0,UEFA Euro qualification,Hamburg,Germany,False,1.95
2007-09-12,Germany,Romania,3.0,1.0,Friendly,Cologne,Germany,False,1.9
2007-10-17,Germany,Czech Republic,0.0,3.0,UEFA Euro qualification,Munich,Germany,False,1.85
2007-11-17,Germany,Cyprus,4.0,0.0,UEFA Euro qualification,Hanover,Germany,False,2.05
2007-11-21,Germany,Wales,0.0,0.0,UEFA Euro qualification,Frankfurt am Main,Germany,False,2.0
2008-05-27,Germany,Belarus,2.0,2.0,Friendly,Kaiserslautern,Germany,False,2.05
2008-05-31,Germany,Serbia,2.0,1.0,Friendly,Gelsenkirchen,Germany,False,2.05
2008-08-20,Germany,Belgium,2.0,0.0,Friendly,Nuremberg,Germany,False,2.05
2008-10-11,Germany,Russia,2.0,1.0,FIFA World Cup qualification,Dortmund,Germany,False,1.9
2008-10-15,Germany,Wales,1.0,0.0,FIFA World Cup qualification,Mönchengladbach,Germany,False,2.05
2008-11-19,Germany,England,1.0,2.0,Friendly,Berlin,Germany,False,1.9
2009-02-11,Germany,Norway,0.0,1.0,Friendly,Düsseldorf,Germany,False,2.1
2009-03-28,Germany,Liechtenstein,4.0,0.0,FIFA World Cup qualification,Leipzig,Germany,False,2.1
2009-09-05,Germany,South Africa,2.0,0.0,Friendly,Leverkusen,Germany,False,2.15
2009-09-09,Germany,Azerbaijan,4.0,0.0,FIFA World Cup qualification,Hanover,Germany,False,2.15
2009-10-14,Germany,Finland,1.0,1.0,FIFA World Cup qualification,Hamburg,Germany,False,2.2
2009-11-18,Germany,Ivory Coast,2.0,2.0,Friendly,Gelsenkirchen,Germany,False,2.2
2010-03-03,Germany,Argentina,0.0,1.0,Friendly,Munich,Germany,False,2.25
2010-05-13,Germany,Malta,3.0,0.0,Friendly,Aachen,Germany,False,2.45
2010-06-03,Germany,Bosnia and Herzegovina,3.0,1.0,Friendly,Frankfurt am Main,Germany,False,2.5
2010-09-07,Germany,Azerbaijan,6.0,1.0,UEFA Euro qualification,Cologne,Germany,False,2.6
2010-10-08,Germany,Turkey,3.0,0.0,UEFA Euro qualification,Berlin,Germany,False,2.6
2011-02-09,Germany,Italy,1.0,1.0,Friendly,Dortmund,Germany,False,2.7
2011-03-26,Germany,Kazakhstan,4.0,0.0,UEFA Euro qualification,Kaiserslautern,Germany,False,2.55
2011-03-29,Germany,Australia,1.0,2.0,Friendly,Mönchengladbach,Germany,False,2.6
2011-05-29,Germany,Uruguay,2.0,1.0,Friendly,Sinsheim,Germany,False,2.6
2011-08-10,Germany,Brazil,3.0,2.0,Friendly,Stuttgart,Germany,False,2.75
2011-09-02,Germany,Austria,6.0,2.0,UEFA Euro qualification,Gelsenkirchen,Germany,False,2.8
2011-10-11,Germany,Belgium,3.0,1.0,UEFA Euro qualification,Düsseldorf,Germany,False,2.95
2011-11-15,Germany,Netherlands,3.0,0.0,Friendly,Hamburg,Germany,False,2.95
2012-02-29,Germany,France,1.0,2.0,Friendly,Bremen,Germany,False,2.85
2012-05-31,Germany,Israel,2.0,0.0,Friendly,Leipzig,Germany,False,2.55
2012-08-15,Germany,Argentina,1.0,3.0,Friendly,Frankfurt am Main,Germany,False,2.5
2012-09-07,Germany,Faroe Islands,3.0,0.0,FIFA World Cup qualification,Hanover,Germany,False,2.75
2012-10-16,Germany,Sweden,4.0,4.0,FIFA World Cup qualification,Berlin,Germany,False,2.65
2013-03-26,Germany,Kazakhstan,4.0,1.0,FIFA World Cup qualification,Nuremberg,Germany,False,2.7
2013-08-14,Germany,Paraguay,3.0,3.0,Friendly,Kaiserslautern,Germany,False,2.65
2013-09-06,Germany,Austria,3.0,0.0,FIFA World Cup qualification,Munich,Germany,False,2.7
2013-10-11,Germany,Republic of Ireland,3.0,0.0,FIFA World Cup qualification,Cologne,Germany,False,2.5
2014-03-05,Germany,Chile,1.0,0.0,Friendly,Stuttgart,Germany,False,2.4
2014-05-13,Germany,Poland,0.0,0.0,Friendly,Hamburg,Germany,False,2.4
2014-06-01,Germany,Cameroon,2.0,2.0,Friendly,Mönchengladbach,Germany,False,2.45
2014-06-06,Germany,Armenia,6.0,1.0,Friendly,Mainz,Germany,False,2.45
2014-09-03,Germany,Argentina,2.0,4.0,Friendly,Düsseldorf,Germany,False,2.6
2014-09-07,Germany,Scotland,2.0,1.0,UEFA Euro qualification,Dortmund,Germany,False,2.5
2014-10-14,Germany,Republic of Ireland,1.0,1.0,UEFA Euro qualification,Gelsenkirchen,Germany,False,2.4
2014-11-14,Germany,Gibraltar,4.0,0.0,UEFA Euro qualification,Nuremberg,Germany,False,2.3
2015-03-25,Germany,Australia,2.0,2.0,Friendly,Kaiserslautern,Germany,False,2.3
2015-06-10,Germany,United States,1.0,2.0,Friendly,Cologne,Germany,False,2.25
2015-09-04,Germany,Poland,3.0,1.0,UEFA Euro qualification,Frankfurt am Main,Germany,False,2.15
2015-10-11,Germany,Georgia,2.0,1.0,UEFA Euro qualification,Leipzig,Germany,False,2.45
2016-03-26,Germany,England,2.0,3.0,Friendly,Berlin,Germany,False,2.75
2016-03-29,Germany,Italy,4.0,1.0,Friendly,Munich,Germany,False,2.9
2016-05-29,Germany,Slovakia,1.0,3.0,Friendly,Augsburg,Germany,False,2.7
2016-06-04,Germany,Hungary,2.0,0.0,Friendly,Gelsenkirchen,Germany,False,2.65
2016-08-31,Germany,Finland,2.0,0.0,Friendly,Mönchengladbach,Germany,False,2.55
2016-10-08,Germany,Czech Republic,3.0,0.0,FIFA World Cup qualification,Hamburg,Germany,False,2.6
2016-10-11,Germany,Northern Ireland,2.0,0.0,FIFA World Cup qualification,Hanover,Germany,False,2.4
2017-03-22,Germany,England,1.0,0.0,Friendly,Dortmund,Germany,False,2.4
2017-06-10,Germany,San Marino,7.0,0.0,FIFA World Cup qualification,Nuremberg,Germany,False,2.5
2017-09-04,Germany,Norway,6.0,0.0,FIFA World Cup qualification,Stuttgart,Germany,False,2.45
2017-10-08,Germany,Azerbaijan,5.0,1.0,FIFA World Cup qualification,Kaiserslautern,Germany,False,2.4
2017-11-14,Germany,France,2.0,2.0,Friendly,Cologne,Germany,False,2.7
2018-03-23,Germany,Spain,1.0,1.0,Friendly,Düsseldorf,Germany,False,2.6
2018-03-27,Germany,Brazil,0.0,1.0,Friendly,Berlin,Germany,False,2.65
2018-06-08,Germany,Saudi Arabia,2.0,1.0,Friendly,Leverkusen,Germany,False,2.75
2018-09-06,Germany,France,0.0,0.0,UEFA Nations League,Munich,Germany,False,2.95
2018-09-09,Germany,Peru,2.0,1.0,Friendly,Sinsheim,Germany,False,2.85
2018-11-15,Germany,Russia,3.0,0.0,Friendly,Leipzig,Germany,False,2.9
2018-11-19,Germany,Netherlands,2.0,2.0,UEFA Nations League,Gelsenkirchen,Germany,False,3.0
2019-03-20,Germany,Serbia,1.0,1.0,Friendly,Wolfsburg,Germany,False,2.7
2019-06-11,Germany,Estonia,8.0,0.0,UEFA Euro qualification,Mainz,Germany,False,2.55
2019-09-06,Germany,Netherlands,2.0,4.0,UEFA Euro qualification,Hamburg,Germany,False,2.45
2019-10-09,Germany,Argentina,2.0,2.0,Friendly,Dortmund,Germany,False,2.4
2019-11-16,Germany,Belarus,4.0,0.0,UEFA Euro qualification,Mönchengladbach,Germany,False,2.7
2019-11-19,Germany,Northern Ireland,6.0,1.0,UEFA Euro qualification,Frankfurt,Germany,False,2.7
2020-09-03,Germany,Spain,1.0,1.0,UEFA Nations League,Stuttgart,Germany,False,2.8
2020-10-07,Germany,Turkey,3.0,3.0,Friendly,Cologne,Germany,False,2.9
2020-10-13,Germany,Switzerland,3.0,3.0,UEFA Nations League,Cologne,Germany,False,3.1
2020-11-11,Germany,Czech Republic,1.0,0.0,Friendly,Leipzig,Germany,False,3.05
2020-11-14,Germany,Ukraine,3.0,1.0,UEFA Nations League,Leipzig,Germany,False,3.4
1931-04-12,Portugal,Italy,0.0,2.0,Friendly,Porto,Portugal,False,1.85
1931-05-31,Portugal,Belgium,3.0,2.0,Friendly,Lisbon,Portugal,False,1.9
1932-05-03,Portugal,Yugoslavia,3.0,2.0,Friendly,Lisbon,Portugal,False,1.95
1933-01-29,Portugal,Hungary,1.0,0.0,Friendly,Lisbon,Portugal,False,1.95
1934-03-18,Portugal,Spain,1.0,2.0,FIFA World Cup qualification,Lisbon,Portugal,False,1.85
1935-05-05,Portugal,Spain,3.0,3.0,Friendly,Lisbon,Portugal,False,1.85
1936-01-26,Portugal,Austria,2.0,3.0,Friendly,Porto,Portugal,False,2.0
1936-02-27,Portugal,Germany,1.0,3.0,Friendly,Lisbon,Portugal,False,1.9
1938-01-09,Portugal,Hungary,4.0,0.0,Friendly,Lisbon,Portugal,False,2.05
1938-01-30,Portugal,Spain,1.0,0.0,Friendly,Lisbon,Portugal,False,1.95
1939-02-12,Portugal,Switzerland,2.0,4.0,Friendly,Lisbon,Portugal,False,2.05
1941-01-12,Portugal,Spain,2.0,2.0,Friendly,Lisbon,Portugal,False,2.15
1942-01-01,Portugal,Switzerland,3.0,0.0,Friendly,Lisbon,Portugal,False,2.05
1945-03-11,Portugal,Spain,2.0,2.0,Friendly,Oeiras,Portugal,False,2.05
1946-04-14,Portugal,France,2.0,1.0,Friendly,Oeiras,Portugal,False,2.1
1946-06-16,Portugal,Republic of Ireland,3.0,1.0,Friendly,Oeiras,Portugal,False,2.2
1947-01-05,Portugal,Switzerland,2.0,2.0,Friendly,Lisbon,Portugal,False,2.15
1947-01-26,Portugal,Spain,4.0,1.0,Friendly,Oeiras,Portugal,False,2.1
1947-05-25,Portugal,England,0.0,10.0,Friendly,Oeiras,Portugal,False,2.1
1947-11-23,Portugal,France,2.0,4.0,Friendly,Oeiras,Portugal,False,1.95
1948-05-23,Portugal,Republic of Ireland,2.0,0.0,Friendly,Oeiras,Portugal,False,1.95
1949-03-20,Portugal,Spain,1.0,1.0,Friendly,Oeiras,Portugal,False,2.0
1949-05-15,Portugal,Wales,3.0,2.0,Friendly,Oeiras,Portugal,False,1.9
1950-04-09,Portugal,Spain,2.0,2.0,FIFA World Cup qualification,Oeiras,Portugal,False,1.8
1950-05-14,Portugal,England,3.0,5.0,Friendly,Oeiras,Portugal,False,1.7
1950-05-21,Portugal,Scotland,2.0,2.0,Friendly,Oeiras,Portugal,False,1.75
1951-04-08,Portugal,Italy,1.0,4.0,Friendly,Oeiras,Portugal,False,1.7
1951-06-17,Portugal,Belgium,1.0,1.0,Friendly,Oeiras,Portugal,False,1.75
1952-11-23,Portugal,Austria,1.0,1.0,Friendly,Porto,Portugal,False,1.55
1952-12-14,Portugal,Argentina,1.0,3.0,Friendly,Oeiras,Portugal,False,1.7
1953-11-22,Portugal,South Africa,3.0,1.0,Friendly,Oeiras,Portugal,False,1.7
1953-11-29,Portugal,Austria,0.0,0.0,FIFA World Cup qualification,Oeiras,Portugal,False,1.65
1954-11-28,Portugal,Argentina,1.0,3.0,Friendly,Oeiras,Portugal,False,1.75
1954-12-19,Portugal,Germany,0.0,3.0,Friendly,Oeiras,Portugal,False,1.65
1955-05-22,Portugal,England,3.0,1.0,Friendly,Porto,Portugal,False,1.7
1955-11-20,Portugal,Sweden,2.0,6.0,Friendly,Oeiras,Portugal,False,1.65
1956-03-25,Portugal,Turkey,3.0,1.0,Friendly,Oeiras,Portugal,False,1.85
1956-04-08,Portugal,Brazil,0.0,1.0,Friendly,Oeiras,Portugal,False,1.85
1956-06-03,Portugal,Spain,3.0,1.0,Friendly,Oeiras,Portugal,False,1.8
1956-06-09,Portugal,Hungary,2.0,2.0,Friendly,Oeiras,Portugal,False,1.8
1957-01-16,Portugal,Northern Ireland,1.0,1.0,FIFA World Cup qualification,Lisbon,Portugal,False,1.9
1957-05-26,Portugal,Italy,3.0,0.0,FIFA World Cup qualification,Oeiras,Portugal,False,1.8
