date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_score_rolling
1959-06-03,Portugal,Scotland,1.0,0.0,Friendly,Lisbon,Portugal,False,1.95
1959-06-28,Portugal,German DR,3.0,2.0,UEFA Euro qualification,Porto,Portugal,False,2.0
1960-05-08,Portugal,Yugoslavia,2.0,1.0,UEFA Euro qualification,Oeiras,Portugal,False,2.25
1961-03-19,Portugal,Luxembourg,6.0,0.0,FIFA World Cup qualification,Oeiras,Portugal,False,2.2
1961-05-21,Portugal,England,1.0,1.0,FIFA World Cup qualification,Oeiras,Portugal,False,2.1
1961-06-04,Portugal,Argentina,0.0,2.0,Friendly,Oeiras,Portugal,False,1.95
1962-05-17,Portugal,Belgium,1.0,2.0,Friendly,Lisbon,Portugal,False,2.15
1962-12-16,Portugal,Bulgaria,3.0,1.0,UEFA Euro qualification,Oeiras,Portugal,False,2.15
1963-04-21,Portugal,Brazil,1.0,0.0,Friendly,Lisbon,Portugal,False,2.1
1964-05-17,Portugal,England,3.0,4.0,Friendly,Oeiras,Portugal,False,2.1
1964-11-15,Portugal,Spain,2.0,1.0,Friendly,Porto,Portugal,False,2.05
1965-01-24,Portugal,Turkey,5.0,1.0,FIFA World Cup qualification,Oeiras,Portugal,False,2.0
1965-06-13,Portugal,Romania,2.0,1.0,FIFA World Cup qualification,Oeiras,Portugal,False,2.0
1965-06-24,Portugal,Brazil,0.0,0.0,Friendly,Porto,Portugal,False,1.9
1965-10-31,Portugal,Czechoslovakia,0.0,0.0,FIFA World Cup qualification,Porto,Portugal,False,1.6
1966-06-12,Portugal,Norway,4.0,0.0,Friendly,Oeiras,Portugal,False,1.65
1966-06-26,Portugal,Uruguay,3.0,0.0,Friendly,Oeiras,Portugal,False,1.7
1966-07-03,Portugal,Romania,1.0,0.0,Friendly,Porto,Portugal,False,1.75
1966-11-13,Portugal,Sweden,1.0,2.0,UEFA Euro qualification,Oeiras,Portugal,False,1.85
1967-11-12,Portugal,Norway,2.0,1.0,UEFA Euro qualification,Porto,Portugal,False,1.85
1967-12-17,Portugal,Bulgaria,0.0,0.0,UEFA Euro qualification,Oeiras,Portugal,False,1.9
1968-10-27,Portugal,Romania,3.0,0.0,FIFA World Cup qualification,Oeiras,Portugal,False,1.9
1969-04-06,Portugal,Mexico,0.0,0.0,Friendly,Oeiras,Portugal,False,1.7
1969-04-16,Portugal,Switzerland,0.0,2.0,FIFA World Cup qualification,Lisbon,Portugal,False,1.6
1969-05-04,Portugal,Greece,2.0,2.0,FIFA World Cup qualification,Porto,Portugal,False,1.65
1970-05-10,Portugal,Italy,1.0,2.0,Friendly,Oeiras,Portugal,False,1.7
1971-04-21,Portugal,Scotland,2.0,0.0,UEFA Euro qualification,Lisbon,Portugal,False,1.55
1971-05-12,Portugal,Denmark,5.0,0.0,UEFA Euro qualification,Porto,Portugal,False,1.4
1971-11-21,Portugal,Belgium,1.0,1.0,UEFA Euro qualification,Lisbon,Portugal,False,1.4
1972-03-29,Portugal,Cyprus,4.0,0.0,FIFA World Cup qualification,Lisbon,Portugal,False,1.45
1973-10-13,Portugal,Bulgaria,2.0,2.0,FIFA World Cup qualification,Lisbon,Portugal,False,1.4
1973-11-14,Portugal,Northern Ireland,1.0,1.0,FIFA World Cup qualification,Lisbon,Portugal,False,1.6
1974-04-03,Portugal,England,0.0,0.0,Friendly,Lisbon,Portugal,False,1.5
1975-11-12,Portugal,Czechoslovakia,1.0,1.0,UEFA Euro qualification,Porto,Portugal,False,1.55
1975-11-19,Portugal,England,1.0,1.0,UEFA Euro qualification,Lisbon,Portugal,False,1.6
1975-12-03,Portugal,Cyprus,1.0,0.0,UEFA Euro qualification,Setúbal,Portugal,False,1.65
1976-10-16,Portugal,Poland,0.0,2.0,FIFA World Cup qualification,Porto,Portugal,False,1.65
1976-11-17,Portugal,Denmark,1.0,0.0,FIFA World Cup qualification,Lisbon,Portugal,False,1.6
1976-12-22,Portugal,Italy,2.0,1.0,Friendly,Lisbon,Portugal,False,1.4
1977-03-30,Portugal,Switzerland,1.0,0.0,Friendly,Funchal,Portugal,False,1.5
1977-11-16,Portugal,Cyprus,4.0,0.0,FIFA World Cup qualification,Faro,Portugal,False,1.35
1978-09-20,Portugal,United States,1.0,0.0,Friendly,Setúbal,Portugal,False,1.35
1978-10-11,Portugal,Belgium,1.0,1.0,UEFA Euro qualification,Lisbon,Portugal,False,1.4
1978-11-29,Portugal,Scotland,1.0,0.0,UEFA Euro qualification,Lisbon,Portugal,False,1.45
1979-11-01,Portugal,Norway,3.0,1.0,UEFA Euro qualification,Oeiras,Portugal,False,1.5
1979-11-21,Portugal,Austria,1.0,2.0,UEFA Euro qualification,Lisbon,Portugal,False,1.55
1980-10-07,Portugal,United States,1.0,1.0,Friendly,Lisbon,Portugal,False,1.5
1980-11-19,Portugal,Northern Ireland,1.0,0.0,FIFA World Cup qualification,Lisbon,Portugal,False,1.55
1980-12-17,Portugal,Israel,3.0,0.0,FIFA World Cup qualification,Lisbon,Portugal,False,1.5
1981-04-15,Portugal,Bulgaria,1.0,1.0,Friendly,Porto,Portugal,False,1.4
1981-06-20,Portugal,Spain,2.0,0.0,Friendly,Porto,Portugal,False,1.6
1981-09-23,Portugal,Poland,2.0,0.0,Friendly,Lisbon,Portugal,False,1.45
1981-10-14,Portugal,Sweden,1.0,2.0,FIFA World Cup qualification,Lisbon,Portugal,False,1.5
1981-11-18,Portugal,Scotland,2.0,1.0,FIFA World Cup qualification,Lisbon,Portugal,False,1.55
1982-10-10,Portugal,Poland,2.0,1.0,UEFA Euro qualification,Lisbon,Portugal,False,1.55
1983-02-16,Portugal,France,0.0,3.0,Friendly,Guimarães,Portugal,False,1.5
1983-02-23,Portugal,Germany,1.0,0.0,Friendly,Lisbon,Portugal,False,1.5
1983-04-13,Portugal,Hungary,0.0,0.0,Friendly,Coimbra,Portugal,False,1.6
1983-06-08,Portugal,Brazil,0.0,4.0,Friendly,Coimbra,Portugal,False,1.6
1983-09-21,Portugal,Finland,5.0,0.0,UEFA Euro qualification,Lisbon,Portugal,False,1.55
1983-11-13,Portugal,Russia,1.0,0.0,UEFA Euro qualification,Lisbon,Portugal,False,1.55
1984-06-02,Portugal,Yugoslavia,2.0,3.0,Friendly,Oeiras,Portugal,False,1.5
1984-10-14,Portugal,Czechoslovakia,2.0,1.0,FIFA World Cup qualification,Porto,Portugal,False,1.45
1984-11-14,Portugal,Sweden,1.0,3.0,FIFA World Cup qualification,Lisbon,Portugal,False,1.45
1985-01-30,Portugal,Romania,2.0,3.0,Friendly,Lisbon,Portugal,False,1.35
1985-02-24,Portugal,Germany,1.0,2.0,FIFA World Cup qualification,Oeiras,Portugal,False,1.35
1985-10-12,Portugal,Malta,3.0,2.0,FIFA World Cup qualification,Lisbon,Portugal,False,1.35
1986-01-22,Portugal,Finland,1.0,1.0,Friendly,Leiria,Portugal,False,1.35
1986-02-05,Portugal,Luxembourg,2.0,0.0,Friendly,Portimão,Portugal,False,1.4
1986-02-19,Portugal,German DR,1.0,3.0,Friendly,Braga,Portugal,False,1.7
1986-10-12,Portugal,Sweden,1.0,1.0,UEFA Euro qualification,Oeiras,Portugal,False,1.6
1987-01-07,Portugal,Greece,1.0,1.0,Friendly,Portalegre,Portugal,False,1.55
1987-02-04,Portugal,Belgium,1.0,0.0,Friendly,Braga,Portugal,False,1.45
1987-02-14,Portugal,Italy,0.0,1.0,UEFA Euro qualification,Oeiras,Portugal,False,1.4
1987-03-29,Portugal,Malta,2.0,2.0,UEFA Euro qualification,Funchal,Portugal,False,1.4
1987-11-11,Portugal,Switzerland,0.0,0.0,UEFA Euro qualification,Porto,Portugal,False,1.35
1988-11-16,Portugal,Luxembourg,1.0,0.0,FIFA World Cup qualification,Porto,Portugal,False,1.55
1989-02-15,Portugal,Belgium,1.0,1.0,FIFA World Cup qualification,Lisbon,Portugal,False,1.45
1989-03-29,Portugal,Angola,6.0,0.0,Friendly,Lisbon,Portugal,False,1.45
1989-04-26,Portugal,Switzerland,3.0,1.0,FIFA World Cup qualification,Lisbon,Portugal,False,1.4
1989-08-31,Portugal,Romania,0.0,0.0,Friendly,Setúbal,Portugal,False,1.35
1989-11-15,Portugal,Czechoslovakia,0.0,0.0,FIFA World Cup qualification,Lisbon,Portugal,False,1.4
1990-08-29,Portugal,Germany,1.0,1.0,Friendly,Lisbon,Portugal,False,1.4
1990-10-17,Portugal,Netherlands,1.0,0.0,UEFA Euro qualification,Porto,Portugal,False,1.4
1990-12-19,Portugal,United States,1.0,0.0,Friendly,Maia,Portugal,False,1.65
1991-02-20,Portugal,Malta,5.0,0.0,UEFA Euro qualification,Porto,Portugal,False,1.75
1991-09-04,Portugal,Austria,1.0,1.0,Friendly,Porto,Portugal,False,1.8
1991-09-11,Portugal,Finland,1.0,0.0,UEFA Euro qualification,Porto,Portugal,False,1.9
1991-11-20,Portugal,Greece,1.0,0.0,UEFA Euro qualification,Lisbon,Portugal,False,1.9
1992-01-15,Portugal,Spain,0.0,0.0,Friendly,Torres Novas,Portugal,False,2.0
1992-02-12,Portugal,Netherlands,2.0,0.0,Friendly,Faro,Portugal,False,2.0
1993-02-10,Portugal,Norway,1.0,1.0,Friendly,Faro,Portugal,False,2.05
1993-02-24,Portugal,Italy,1.0,3.0,FIFA World Cup qualification,Porto,Portugal,False,2.2
1993-04-28,Portugal,Scotland,5.0,0.0,FIFA World Cup qualification,Lisbon,Portugal,False,2.2
1993-06-19,Portugal,Malta,4.0,0.0,FIFA World Cup qualification,Porto,Portugal,False,2.2
1993-10-13,Portugal,Switzerland,1.0,0.0,FIFA World Cup qualification,Porto,Portugal,False,2.2
1993-11-10,Portugal,Estonia,3.0,0.0,FIFA World Cup qualification,Lisbon,Portugal,False,1.95
1994-11-13,Portugal,Austria,1.0,0.0,UEFA Euro qualification,Lisbon,Portugal,False,1.9
1994-12-18,Portugal,Liechtenstein,8.0,0.0,UEFA Euro qualification,Lisbon,Portugal,False,1.95
1995-06-03,Portugal,Latvia,3.0,2.0,UEFA Euro qualification,Porto,Portugal,False,2.05
1995-09-03,Portugal,Northern Ireland,1.0,1.0,UEFA Euro qualification,Porto,Portugal,False,2.1
1995-11-15,Portugal,Republic of Ireland,3.0,0.0,UEFA Euro qualification,Lisbon,Portugal,False,2.1
1996-02-21,Portugal,Germany,1.0,2.0,Friendly,Porto,Portugal,False,2.05
1996-03-27,Portugal,Greece,1.0,0.0,Friendly,Lisbon,Portugal,False,2.1
1996-11-09,Portugal,Ukraine,1.0,0.0,FIFA World Cup qualification,Porto,Portugal,False,2.2
1996-12-14,Portugal,Germany,0.0,0.0,FIFA World Cup qualification,Lisbon,Portugal,False,2.05
1997-01-22,Portugal,France,0.0,2.0,Friendly,Braga,Portugal,False,2.4
1997-06-07,Portugal,Albania,2.0,0.0,FIFA World Cup qualification,Porto,Portugal,False,2.45
1997-08-20,Portugal,Armenia,3.0,1.0,FIFA World Cup qualification,Setúbal,Portugal,False,2.55
1997-10-11,Portugal,Northern Ireland,1.0,0.0,FIFA World Cup qualification,Lisbon,Portugal,False,2.25
1998-08-19,Portugal,Mozambique,2.0,1.0,Friendly,Ponta Delgada,Portugal,False,2.25
1998-10-10,Portugal,Romania,0.0,1.0,UEFA Euro qualification,Porto,Portugal,False,2.45
1998-11-18,Portugal,Israel,2.0,0.0,Friendly,Setúbal,Portugal,False,2.35
1999-03-26,Portugal,Azerbaijan,7.0,0.0,UEFA Euro qualification,Guimarães,Portugal,False,2.4
1999-06-05,Portugal,Slovakia,1.0,0.0,UEFA Euro qualification,Lisbon,Portugal,False,2.5
1999-06-09,Portugal,Liechtenstein,8.0,0.0,UEFA Euro qualification,Coimbra,Portugal,False,2.55
1999-08-18,Portugal,Andorra,4.0,0.0,Friendly,Oeiras,Portugal,False,2.85
1999-10-09,Portugal,Hungary,3.0,0.0,UEFA Euro qualification,Lisbon,Portugal,False,3.0
2000-03-29,Portugal,Denmark,2.0,1.0,Friendly,Leiria,Portugal,False,3.15
2000-06-02,Portugal,Wales,3.0,0.0,Friendly,Chaves,Portugal,False,3.25
2000-08-16,Portugal,Lithuania,5.0,1.0,Friendly,Viseu,Portugal,False,3.25
2000-10-07,Portugal,Republic of Ireland,1.0,1.0,FIFA World Cup qualification,Lisbon,Portugal,False,3.2
2000-11-15,Portugal,Israel,2.0,1.0,Friendly,Braga,Portugal,False,3.25
2001-02-28,Portugal,Andorra,3.0,0.0,FIFA World Cup qualification,Funchal,Portugal,False,3.25
2001-03-28,Portugal,Netherlands,2.0,2.0,FIFA World Cup qualification,Porto,Portugal,False,3.0
2001-06-06,Portugal,Cyprus,6.0,0.0,FIFA World Cup qualification,Lisbon,Portugal,False,2.95
2001-08-15,Portugal,Moldova,3.0,0.0,Friendly,Faro,Portugal,False,2.75
2001-10-06,Portugal,Estonia,5.0,0.0,FIFA World Cup qualification,Lisbon,Portugal,False,2.6
2001-11-14,Portugal,Angola,5.0,1.0,Friendly,Lisbon,Portugal,False,2.45
2002-03-27,Portugal,Finland,1.0,4.0,Friendly,Porto,Portugal,False,2.6
2002-04-17,Portugal,Brazil,1.0,1.0,Friendly,Lisbon,Portugal,False,2.5
2002-10-12,Portugal,Tunisia,1.0,1.0,Friendly,Lisbon,Portugal,False,2.65
2002-11-20,Portugal,Scotland,2.0,0.0,Friendly,Braga,Portugal,False,2.65
2003-03-29,Portugal,Brazil,2.0,1.0,Friendly,Porto,Portugal,False,2.6
2003-06-06,Portugal,Paraguay,0.0,0.0,Friendly,Braga,Portugal,False,2.55
2003-06-10,Portugal,Bolivia,4.0,0.0,Friendly,Oeiras,Portugal,False,2.6
2003-08-20,Portugal,Kazakhstan,1.0,0.0,Friendly,Chaves,Portugal,False,2.5
2003-09-06,Portugal,Spain,0.0,3.0,Friendly,Guimarães,Portugal,False,2.4
2003-10-11,Portugal,Albania,5.0,3.0,Friendly,Lisbon,Portugal,False,2.25
2003-11-15,Portugal,Greece,1.0,1.0,Friendly,Aveiro,Portugal,False,2.05
2003-11-19,Portugal,Kuwait,8.0,0.0,Friendly,Leiria,Portugal,False,2.1
2004-02-18,Portugal,England,1.0,1.0,Friendly,Faro,Portugal,False,2.15
2004-03-31,Portugal,Italy,1.0,2.0,Friendly,Braga,Portugal,False,2.1
2004-04-28,Portugal,Sweden,2.0,2.0,Friendly,Coimbra,Portugal,False,2.2
2004-05-29,Portugal,Luxembourg,3.0,0.0,Friendly,Águeda,Portugal,False,2.45
2004-06-05,Portugal,Lithuania,4.0,1.0,Friendly,Setúbal,Portugal,False,2.65
2004-06-12,Portugal,Greece,1.0,2.0,UEFA Euro,Porto,Portugal,False,2.55
2004-06-16,Portugal,Russia,2.0,0.0,UEFA Euro,Lisbon,Portugal,False,2.6
2004-06-20,Portugal,Spain,1.0,0.0,UEFA Euro,Lisbon,Portugal,False,2.9
2004-06-24,Portugal,England,2.0,2.0,UEFA Euro,Lisbon,Portugal,False,2.75
2004-06-30,Portugal,Netherlands,2.0,1.0,UEFA Euro,Lisbon,Portugal,False,2.85
2004-07-04,Portugal,Greece,0.0,1.0,UEFA Euro,Lisbon,Portugal,False,2.55
2004-09-08,Portugal,Estonia,4.0,0.0,FIFA World Cup qualification,Leiria,Portugal,False,2.7
2004-10-13,Portugal,Russia,7.0,1.0,FIFA World Cup qualification,Lisbon,Portugal,False,2.8
2005-03-26,Portugal,Canada,4.0,1.0,Friendly,Barcelos,Portugal,False,2.85
2005-06-04,Portugal,Slovakia,2.0,0.0,FIFA World Cup qualification,Lisbon,Portugal,False,2.9
2005-08-17,Portugal,Egypt,2.0,0.0,Friendly,Ponta Delgada,Portugal,False,2.8
2005-09-03,Portugal,Luxembourg,6.0,0.0,FIFA World Cup qualification,Faro,Portugal,False,2.8
2005-10-08,Portugal,Liechtenstein,2.0,1.0,FIFA World Cup qualification,Aveiro,Portugal,False,2.75
2005-10-12,Portugal,Latvia,3.0,0.0,FIFA World Cup qualification,Porto,Portugal,False,2.7
2005-11-12,Portugal,Croatia,2.0,0.0,Friendly,Coimbra,Portugal,False,2.7
2006-05-27,Portugal,Cape Verde,4.0,1.0,Friendly,Évora,Portugal,False,2.85
2006-10-07,Portugal,Azerbaijan,3.0,0.0,UEFA Euro qualification,Porto,Portugal,False,2.95
2006-11-15,Portugal,Kazakhstan,3.0,0.0,UEFA Euro qualification,Coimbra,Portugal,False,2.75
2007-03-24,Portugal,Belgium,4.0,0.0,UEFA Euro qualification,Lisbon,Portugal,False,2.45
2007-09-08,Portugal,Poland,2.0,2.0,UEFA Euro qualification,Lisbon,Portugal,False,2.25
2007-09-12,Portugal,Serbia,1.0,1.0,UEFA Euro qualification,Lisbon,Portugal,False,2.3
2007-11-17,Portugal,Armenia,1.0,0.0,UEFA Euro qualification,Leiria,Portugal,False,2.4
2007-11-21,Portugal,Finland,0.0,0.0,UEFA Euro qualification,Porto,Portugal,False,2.15
2008-05-31,Portugal,Georgia,2.0,0.0,Friendly,Viseu,Portugal,False,2.15
2008-08-20,Portugal,Faroe Islands,5.0,0.0,Friendly,Aveiro,Portugal,False,2.0
2008-09-10,Portugal,Denmark,2.0,3.0,FIFA World Cup qualification,Lisbon,Portugal,False,2.05
2008-10-15,Portugal,Albania,0.0,0.0,FIFA World Cup qualification,Braga,Portugal,False,2.05
2009-02-11,Portugal,Finland,1.0,0.0,Friendly,Faro,Portugal,False,2.05
2009-03-28,Portugal,Sweden,0.0,0.0,FIFA World Cup qualification,Porto,Portugal,False,2.1
2009-10-10,Portugal,Hungary,3.0,0.0,FIFA World Cup qualification,Lisbon,Portugal,False,1.95
2009-10-14,Portugal,Malta,4.0,0.0,FIFA World Cup qualification,Guimarães,Portugal,False,1.95
2009-11-14,Portugal,Bosnia and Herzegovina,1.0,0.0,FIFA World Cup qualification,Lisbon,Portugal,False,1.95
2010-03-03,Portugal,China PR,2.0,0.0,Friendly,Coimbra,Portugal,False,2.15
2010-05-24,Portugal,Cape Verde,0.0,0.0,Friendly,Covilhã,Portugal,False,2.4
2010-06-01,Portugal,Cameroon,3.0,1.0,Friendly,Covilhã,Portugal,False,2.6
2010-09-03,Portugal,Cyprus,4.0,4.0,UEFA Euro qualification,Guimarães,Portugal,False,2.35
2010-10-08,Portugal,Denmark,3.0,1.0,UEFA Euro qualification,Porto,Portugal,False,2.3
2010-11-17,Portugal,Spain,4.0,0.0,Friendly,Lisbon,Portugal,False,2.4
2011-03-26,Portugal,Chile,1.0,1.0,Friendly,Leiria,Portugal,False,2.5
2011-03-29,Portugal,Finland,2.0,0.0,Friendly,Aveiro,Portugal,False,2.55
2011-06-04,Portugal,Norway,1.0,0.0,UEFA Euro qualification,Lisbon,Portugal,False,2.5
2011-08-10,Portugal,Luxembourg,5.0,0.0,Friendly,Faro,Portugal,False,2.35
2011-10-07,Portugal,Iceland,5.0,3.0,UEFA Euro qualification,Porto,Portugal,False,2.35
2011-11-15,Portugal,Bosnia and Herzegovina,6.0,2.0,UEFA Euro qualification,Lisbon,Portugal,False,2.3
2012-05-26,Portugal,North Macedonia,0.0,0.0,Friendly,Leiria,Portugal,False,2.45
2012-06-02,Portugal,Turkey,1.0,3.0,Friendly,Lisbon,Portugal,False,2.35
2012-08-15,Portugal,Panama,2.0,0.0,Friendly,Faro,Portugal,False,2.4
2012-09-11,Portugal,Azerbaijan,3.0,0.0,FIFA World Cup qualification,Braga,Portugal,False,2.25
2012-10-16,Portugal,Northern Ireland,1.0,1.0,FIFA World Cup qualification,Porto,Portugal,False,2.05
2013-02-06,Portugal,Ecuador,2.0,3.0,Friendly,Guimarães,Portugal,False,2.05
2013-06-07,Portugal,Russia,1.0,0.0,FIFA World Cup qualification,Lisbon,Portugal,False,2.05
2013-08-14,Portugal,Netherlands,1.0,1.0,Friendly,Faro,Portugal,False,2.0
2013-10-11,Portugal,Israel,1.0,1.0,FIFA World Cup qualification,Lisbon,Portugal,False,1.75
2013-10-15,Portugal,Luxembourg,3.0,0.0,FIFA World Cup qualification,Coimbra,Portugal,False,1.55
2013-11-15,Portugal,Sweden,1.0,0.0,FIFA World Cup qualification,Lisbon,Portugal,False,1.25
2014-03-05,Portugal,Cameroon,5.0,1.0,Friendly,Leiria,Portugal,False,1.35
2014-05-31,Portugal,Greece,0.0,0.0,Friendly,Oeiras,Portugal,False,1.45
2014-09-07,Portugal,Albania,0.0,1.0,UEFA Euro qualification,Aveiro,Portugal,False,1.7
2014-11-14,Portugal,Armenia,1.0,0.0,UEFA Euro qualification,Faro,Portugal,False,1.8
2015-03-29,Portugal,Serbia,2.0,1.0,UEFA Euro qualification,Lisbon,Portugal,False,2.05
2015-03-31,Portugal,Cape Verde,0.0,2.0,Friendly,Estoril,Portugal,False,2.15
2015-09-04,Portugal,France,0.0,1.0,Friendly,Lisbon,Portugal,False,2.25
2015-10-08,Portugal,Denmark,1.0,0.0,UEFA Euro qualification,Braga,Portugal,False,2.3
2016-03-25,Portugal,Bulgaria,0.0,1.0,Friendly,Leiria,Portugal,False,2.45
2016-03-29,Portugal,Belgium,2.0,1.0,Friendly,Leiria,Portugal,False,2.55
2016-05-29,Portugal,Norway,3.0,0.0,Friendly,Porto,Portugal,False,2.6
2016-06-08,Portugal,Estonia,7.0,0.0,Friendly,Lisbon,Portugal,False,2.5
2016-09-01,Portugal,Gibraltar,5.0,0.0,Friendly,Porto,Portugal,False,2.55
2016-10-07,Portugal,Andorra,6.0,0.0,FIFA World Cup qualification,Aveiro,Portugal,False,2.65
2016-11-13,Portugal,Latvia,4.0,1.0,FIFA World Cup qualification,Faro,Portugal,False,2.75
2017-03-25,Portugal,Hungary,3.0,0.0,FIFA World Cup qualification,Lisbon,Portugal,False,2.7
2017-03-28,Portugal,Sweden,2.0,3.0,Friendly,Funchal,Portugal,False,2.75
2017-06-03,Portugal,Cyprus,4.0,0.0,Friendly,Estoril,Portugal,False,2.8
2017-08-31,Portugal,Faroe Islands,5.0,1.0,FIFA World Cup qualification,Porto,Portugal,False,2.75
2017-10-10,Portugal,Switzerland,2.0,0.0,FIFA World Cup qualification,Lisbon,Portugal,False,2.8
2017-11-10,Portugal,Saudi Arabia,3.0,0.0,Friendly,Viseu,Portugal,False,2.85
2017-11-14,Portugal,United States,1.0,1.0,Friendly,Leiria,Portugal,False,2.75
2018-05-28,Portugal,Tunisia,2.0,2.0,Friendly,Braga,Portugal,False,2.55
2018-06-07,Portugal,Algeria,3.0,0.0,Friendly,Lisbon,Portugal,False,2.6
2018-09-06,Portugal,Croatia,1.0,1.0,Friendly,Faro-Loulé,Portugal,False,2.5
2018-09-10,Portugal,Italy,1.0,0.0,UEFA Nations League,Lisbon,Portugal,False,2.3
2018-11-20,Portugal,Poland,1.0,1.0,UEFA Nations League,Guimaraes,Portugal,False,2.3
2019-03-22,Portugal,Ukraine,0.0,0.0,UEFA Euro qualification,Lisbon,Portugal,False,2.55
2019-03-25,Portugal,Serbia,1.0,1.0,UEFA Euro qualification,Lisbon,Portugal,False,2.35
2019-06-05,Portugal,Switzerland,3.0,1.0,UEFA Nations League,Porto,Portugal,False,2.3
2019-06-09,Portugal,Netherlands,1.0,0.0,UEFA Nations League,Porto,Portugal,False,2.3
2019-10-11,Portugal,Luxembourg,3.0,0.0,UEFA Euro qualification,Lisbon,Portugal,False,2.3
2019-11-14,Portugal,Lithuania,6.0,0.0,UEFA Euro qualification,Faro-Loulé,Portugal,False,2.5
2020-09-05,Portugal,Croatia,4.0,1.0,UEFA Nations League,Porto,Portugal,False,2.45
1885-02-28,England,Northern Ireland,4.0,0.0,British Championship,Manchester,England,False,3.25
1885-03-14,England,Wales,1.0,1.0,British Championship,Blackburn,England,False,3.25
1885-03-21,England,Scotland,1.0,1.0,British Championship,London,England,False,3.45
1887-02-05,England,Northern Ireland,7.0,0.0,British Championship,Sheffield,England,False,3.5
1887-02-26,England,Wales,4.0,0.0,British Championship,London,England,False,3.7
1887-03-19,England,Scotland,2.0,3.0,British Championship,Blackburn,England,False,3.75
1888-02-04,England,Wales,5.0,1.0,British Championship,Crewe,England,False,4.0
1889-02-23,England,Wales,4.0,1.0,British Championship,Stoke-on-Trent,England,False,4.4
1889-03-02,England,Northern Ireland,6.0,1.0,British Championship,Liverpool,England,False,4.2
1889-04-13,England,Scotland,2.0,3.0,British Championship,London,England,False,4.0
1891-03-07,England,Wales,4.0,1.0,British Championship,Sunderland,England,False,4.2
1891-03-07,England,Northern Ireland,6.0,1.0,British Championship,Wolverhampton,England,False,4.2
1891-04-06,England,Scotland,2.0,1.0,British Championship,Blackburn,England,False,4.2
1893-02-25,England,Northern Ireland,6.0,1.0,British Championship,Birmingham,England,False,4.8
1893-03-13,England,Wales,6.0,0.0,British Championship,Stoke-on-Trent,England,False,4.65
1893-04-01,England,Scotland,5.0,2.0,British Championship,Richmond,England,False,4.55
1895-03-09,England,Northern Ireland,9.0,0.0,British Championship,Derby,England,False,4.6
1895-03-18,England,Wales,1.0,1.0,British Championship,London,England,False,4.65
1895-04-06,England,Scotland,3.0,0.0,British Championship,Liverpool,England,False,4.55
1897-02-20,England,Northern Ireland,6.0,0.0,British Championship,Nottingham,England,False,4.35
1897-03-29,England,Wales,4.0,0.0,British Championship,Sheffield,England,False,4.45
1897-04-03,England,Scotland,1.0,2.0,British Championship,London,England,False,4.35
1899-02-18,England,Northern Ireland,13.0,2.0,British Championship,Sunderland,England,False,4.1
1899-03-20,England,Wales,4.0,0.0,British Championship,Bristol,England,False,4.05
1899-04-08,England,Scotland,2.0,1.0,British Championship,Birmingham,England,False,3.9
1901-03-09,England,Northern Ireland,3.0,0.0,British Championship,Southampton,England,False,3.65
1901-03-18,England,Wales,6.0,0.0,British Championship,Newcastle,England,False,3.45
1901-03-30,England,Scotland,2.0,2.0,British Championship,London,England,False,3.05
1902-05-03,England,Scotland,2.0,2.0,British Championship,Birmingham,England,False,3.05
1903-02-14,England,Northern Ireland,4.0,0.0,British Championship,Wolverhampton,England,False,3.1
1903-03-02,England,Wales,2.0,1.0,British Championship,Portsmouth,England,False,2.9
1903-04-04,England,Scotland,1.0,2.0,British Championship,Sheffield,England,False,2.8
1905-02-25,England,Northern Ireland,1.0,1.0,British Championship,Middlesbrough,England,False,2.85
1905-03-27,England,Wales,3.0,1.0,British Championship,Liverpool,England,False,2.35
1905-04-01,England,Scotland,1.0,0.0,British Championship,London,England,False,2.2
1907-02-16,England,Northern Ireland,1.0,0.0,British Championship,Liverpool,England,False,2.3
1907-03-18,England,Wales,1.0,1.0,British Championship,London,England,False,2.2
1907-04-06,England,Scotland,1.0,1.0,British Championship,Newcastle,England,False,1.9
1909-02-13,England,Northern Ireland,4.0,0.0,British Championship,Bradford,England,False,1.85
1909-03-15,England,Wales,2.0,0.0,British Championship,Nottingham,England,False,2.0
1909-04-03,England,Scotland,2.0,0.0,British Championship,London,England,False,1.9
1911-02-11,England,Northern Ireland,2.0,1.0,British Championship,Derby,England,False,1.85
1911-03-13,England,Wales,3.0,0.0,British Championship,London,England,False,1.8
1911-04-01,England,Scotland,1.0,1.0,British Championship,Liverpool,England,False,1.85
1913-03-17,England,Wales,4.0,3.0,British Championship,Bristol,England,False,2.0
1913-04-05,England,Scotland,1.0,0.0,British Championship,London,England,False,2.0
1914-02-14,England,Northern Ireland,0.0,3.0,British Championship,Middlesbrough,England,False,2.0
1920-03-15,England,Wales,1.0,2.0,British Championship,London,England,False,2.1
1920-04-10,England,Scotland,5.0,4.0,British Championship,Sheffield,England,False,2.25
1920-10-23,England,Northern Ireland,2.0,0.0,British Championship,Sunderland,England,False,2.1
1922-03-13,England,Wales,1.0,0.0,British Championship,Liverpool,England,False,2.0
1922-04-08,England,Scotland,0.0,1.0,British Championship,Birmingham,England,False,2.05
1922-10-21,England,Northern Ireland,2.0,0.0,British Championship,West Bromwich,England,False,2.0
